Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,45620,45620,45620,36817,36817,36817,9669,9669,9669,Admin,,
2020-12-14,US,USA,United States,4848,50468,25234,4648,41465,20733,164,9833,4917,Admin,,
2020-12-15,US,USA,United States,47885,98353,32784,46418,87883,29294,328,10161,3387,Admin,,
2020-12-16,US,USA,United States,160151,258504,64626,155515,243398,60850,518,10679,2670,Admin,,
2020-12-17,US,USA,United States,275238,533742,106748,268246,511644,102329,826,11505,2301,Admin,,
2020-12-18,US,USA,United States,421048,954790,159132,411578,923222,153870,1326,12831,2139,Admin,,
2020-12-19,US,USA,United States,184213,1139003,162715,179798,1103020,157574,1159,13990,1999,Admin,,
2020-12-20,US,USA,United States,107199,1246202,171512,104910,1207930,167302,823,14813,735,Admin,,
2020-12-21,US,USA,United States,387101,1633303,226119,379414,1587344,220840,1674,16487,951,Admin,,
2020-12-22,US,USA,United States,451272,2084575,283746,441940,2029284,277343,3016,19503,1335,Admin,,
2020-12-23,US,USA,United States,578305,2662880,343482,566144,2595428,336004,3266,22769,1727,Admin,,
2020-12-24,US,USA,United States,197901,2860781,332434,192869,2788297,325236,1248,24017,1787,Admin,,
2020-12-25,US,USA,United States,12843,2873624,274119,12638,2800935,268245,138,24155,1618,Admin,,
2020-12-26,US,USA,United States,143534,3017158,268308,139914,2940849,262547,1070,25225,1605,Admin,,
2020-12-27,US,USA,United States,96869,3114027,266832,93941,3034790,260980,809,26034,1603,Admin,,
2020-12-28,US,USA,United States,597529,3711556,296893,582215,3617005,289952,4487,30521,2005,Admin,,
2020-12-29,US,USA,United States,729136,4440692,336588,709184,4326189,328129,5512,36033,2361,Admin,,
2020-12-30,US,USA,United States,848917,5289609,375247,828231,5154420,365570,7671,43704,2991,Admin,,
2020-12-31,US,USA,United States,426703,5716312,407933,415864,5570284,397427,3537,47241,3318,Admin,,
2021-01-01,US,USA,United States,137862,5854174,425793,124353,5694637,413386,9356,56597,4635,Admin,,
2021-01-02,US,USA,United States,268950,6123124,443709,259530,5954167,430474,3112,59709,4926,Admin,,
2021-01-03,US,USA,United States,141399,6264523,450071,133812,6087979,436170,2594,62303,5181,Admin,,
2021-01-04,US,USA,United States,665706,6930229,459810,605569,6693548,439506,45667,107970,11064,Admin,,
2021-01-05,US,USA,United States,840779,7771008,475759,738359,7431907,443674,88552,196522,22927,Admin,,
2021-01-06,US,USA,United States,1030603,8801611,501715,836232,8268139,444817,174965,371487,46826,Admin,,
2021-01-07,US,USA,United States,1177715,9979326,609002,870506,9138645,509766,284151,655638,86914,Admin,,
2021-01-08,US,USA,United States,1244741,11224067,767128,850665,9989310,613525,367995,1023633,138148,Admin,,
2021-01-09,US,USA,United States,512629,11736696,801939,372070,10361380,629602,130042,1153675,156281,Admin,,
2021-01-10,US,USA,United States,253088,11989784,817894,177568,10538948,635853,69895,1223570,165895,Admin,,
2021-01-11,US,USA,United States,1079145,13068929,876957,726303,11265251,653100,327062,1550632,206095,Admin,,
2021-01-12,US,USA,United States,1265924,14334853,937692,921829,12187080,679310,317487,1868119,238800,Admin,,
2021-01-13,US,USA,United States,1334854,15669707,981157,1035910,13222990,707836,273329,2141448,252852,Admin,,
2021-01-14,US,USA,United States,1325745,16995452,1002304,1162062,14385052,749487,137705,2279153,231931,Admin,,
2021-01-15,US,USA,United States,1268589,18264041,1005711,1123898,15508950,788520,122636,2401789,196879,Admin,,
2021-01-16,US,USA,United States,651783,18915824,1025590,568025,16076975,816514,73202,2474991,188759,Admin,,
2021-01-17,US,USA,United States,302512,19218336,1032650,256272,16333247,827757,42275,2517266,184814,Admin,,
2021-01-18,US,USA,United States,891805,20110141,1005887,644863,16978110,816123,229498,2746764,170876,Admin,,
2021-01-19,US,USA,United States,1353803,21463944,1018442,968717,17946827,822821,360817,3107581,177066,Admin,,
2021-01-20,US,USA,United States,1615237,23079181,1058496,1161663,19108490,840786,424920,3532501,198722,Admin,,
2021-01-21,US,USA,United States,1647635,24726816,1104481,1339290,20447780,866104,278914,3811415,218895,Admin,,
2021-01-22,US,USA,United States,1646871,26373687,1158521,1406081,21853861,906416,213070,4024485,231814,Admin,,
2021-01-23,US,USA,United States,913376,27287063,1195891,744595,22598456,931640,153321,4177806,243259,Admin,,
2021-01-24,US,USA,United States,403869,27690932,1210371,307475,22905931,938955,89536,4267342,250011,Admin,,
2021-01-25,US,USA,United States,1384839,29075771,1280804,865443,23771374,970466,494263,4761605,287834,Admin,,
2021-01-26,US,USA,United States,1670866,30746637,1326099,1055503,24826877,982864,586347,5347952,320053,Admin,,
2021-01-27,US,USA,United States,1938126,32684763,1372226,1250522,26077399,995558,652746,6000698,352600,Admin,,
2021-01-28,US,USA,United States,1970489,34655252,1418348,1370607,27448006,1000032,563072,6563770,393194,Admin,,
2021-01-29,US,USA,United States,1925120,36580372,1458098,1376719,28824725,995838,500161,7063931,434207,Admin,,
2021-01-30,US,USA,United States,1022132,37602504,1473634,757142,29581867,997630,245510,7309441,447376,Admin,,
2021-01-31,US,USA,United States,463792,38066296,1482195,322833,29904700,999824,129581,7439022,453097,Admin,,
2021-02-01,US,USA,United States,1418713,39485009,1487034,784578,30689278,988272,586674,8025696,466299,Admin,,
2021-02-02,US,USA,United States,1712809,41197818,1493026,968833,31658111,975891,706145,8731841,483413,Admin,,
2021-02-03,US,USA,United States,2153875,43351693,1523847,1264008,32922119,977817,841492,9573333,510376,Admin,,
2021-02-04,US,USA,United States,2356981,45708674,1579060,1387982,34310101,980299,920357,10493690,561417,Admin,,
2021-02-05,US,USA,United States,2367879,48076553,1642312,1357151,35667252,977504,968100,11461790,628266,Admin,,
2021-02-06,US,USA,United States,1307249,49383802,1683043,853771,36521023,991308,425151,11886941,653929,Admin,,
2021-02-07,US,USA,United States,443492,49827294,1680143,275196,36796219,984503,158148,12045089,658010,Admin,,
2021-02-08,US,USA,United States,1587115,51414409,1704200,838835,37635054,992254,710683,12755772,675725,Admin,,
2021-02-09,US,USA,United States,1981949,53396358,1742649,1036268,38671322,1001887,903396,13659168,703904,Admin,,
2021-02-10,US,USA,United States,2318275,55714633,1766134,1231077,39902399,997183,1045270,14704438,733015,Admin,,
2021-02-11,US,USA,United States,2421414,58136047,1775339,1277220,41179619,981360,1100721,15805159,758781,Admin,,
2021-02-12,US,USA,United States,2605164,60741211,1809237,1387302,42566921,985667,1166494,16971653,787123,Admin,,
2021-02-13,US,USA,United States,1478506,62219717,1833702,873070,43439991,988424,574230,17545883,808420,Admin,,
2021-02-14,US,USA,United States,591389,62811106,1854830,343863,43783854,998234,231630,17777513,818918,Admin,,
2021-02-15,US,USA,United States,1198939,64010045,1799377,617658,44401512,966637,545488,18323001,795318,Admin,,
2021-02-16,US,USA,United States,1626390,65636435,1748582,797401,45198913,932513,792476,19115477,779473,Admin,,
2021-02-17,US,USA,United States,1974513,67610948,1699474,936319,46135232,890405,996093,20111570,772447,Admin,,
2021-02-18,US,USA,United States,1863271,69474219,1619739,833567,46968799,827026,980528,21092098,755277,Admin,,
2021-02-19,US,USA,United States,1971540,71445759,1529221,819288,47788087,745881,1103017,22195115,746209,Admin,,
2021-02-20,US,USA,United States,1311441,72757200,1505355,596255,48384342,706336,685209,22880324,762063,Admin,,
2021-02-21,US,USA,United States,601724,73358924,1506831,255060,48639402,693650,327141,23207465,775707,Admin,,
2021-02-22,US,USA,United States,1470034,74828958,1545559,615507,49254909,693342,809335,24016800,813400,Admin,,
2021-02-23,US,USA,United States,1946484,76775442,1591287,864446,50119355,702920,1034585,25051385,847987,Admin,,
2021-02-24,US,USA,United States,2535910,79311352,1671486,1244165,51363520,746898,1242680,26294065,883214,Admin,,
2021-02-25,US,USA,United States,2946420,82257772,1826222,1535729,52899249,847207,1351474,27645539,936206,Admin,,
2021-02-26,US,USA,United States,3122056,85379828,1990581,1669279,54568528,968634,1394887,29040426,977902,Admin,,
2021-02-27,US,USA,United States,1996210,87376038,2088405,1136915,55705443,1045872,823677,29864103,997683,Admin,,
2021-02-28,US,USA,United States,856651,88232689,2124824,531304,56236747,1085335,299767,30163870,993772,Admin,,
2021-03-01,US,USA,United States,2097845,90330534,2214511,1221036,57457783,1171839,813054,30976924,994303,Admin,,
2021-03-02,US,USA,United States,2474543,92805077,2289948,1464219,58922002,1257521,970459,31947383,985143,Admin,,
2021-03-03,US,USA,United States,2916589,95721666,2344331,1742563,60664565,1328721,1136429,33083812,969964,Admin,,
2021-03-04,US,USA,United States,3210078,98931744,2381996,1955645,62620210,1388709,1254004,34337816,956040,Admin,,
2021-03-05,US,USA,United States,3242013,102173757,2399133,2006005,64626215,1436812,1321222,35659038,945516,Admin,,
2021-03-06,US,USA,United States,2068679,104242436,2409485,1350879,65977094,1467379,873119,36532157,952579,Admin,,
2021-03-07,US,USA,United States,933604,105176040,2420479,677525,66654619,1488267,351854,36884011,960020,Admin,,
2021-03-08,US,USA,United States,2174179,107350219,2431384,1481925,68136544,1525537,864010,37748021,967300,Admin,,
2021-03-09,US,USA,United States,2724006,110074225,2467021,1812541,69949085,1575298,1096746,38844767,985341,Admin,,
2021-03-10,US,USA,United States,3145737,113219962,2499757,2072614,72021699,1622448,1283628,40128395,1006369,Admin,,
2021-03-11,US,USA,United States,3468822,116688784,2536720,2295391,74317090,1670983,1413445,41541840,1029146,Admin,,
2021-03-12,US,USA,United States,3453100,120141884,2566875,2135114,76452204,1689427,1542671,43084511,1060782,Admin,,
2021-03-13,US,USA,United States,2202082,122343966,2585933,1387417,77839621,1694647,1031672,44116183,1083432,Admin,,
2021-03-14,US,USA,United States,985889,123329855,2593402,646860,78486481,1690266,432379,44548562,1094936,Admin,,
2021-03-15,US,USA,United States,2282423,125612278,2608866,1496501,79982982,1692348,880010,45428572,1097222,Admin,,
2021-03-16,US,USA,United States,2893755,128506033,2633115,1933738,81916720,1709662,1063428,46492000,1092462,Admin,,
2021-03-17,US,USA,United States,3176658,131682691,2637533,2130789,84047509,1717973,1145696,47637696,1072757,Admin,,
2021-03-18,US,USA,United States,3402214,135084905,2628017,2292143,86339652,1717509,1218102,48855798,1044851,Admin,,
2021-03-19,US,USA,United States,3320369,138405274,2609056,2204510,88544162,1727423,1233105,50088903,1000627,Admin,,
2021-03-20,US,USA,United States,2165556,140570830,2603838,1418041,89962203,1731797,866732,50955635,977065,Admin,,
2021-03-21,US,USA,United States,1027911,141598741,2609841,683514,90645717,1737034,380701,51336336,969682,Admin,,
2021-03-22,US,USA,United States,2356851,143955592,2620473,1599832,92245549,1751795,815061,52151397,960404,Admin,,
2021-03-23,US,USA,United States,3059738,147015330,2644185,1977957,94223506,1758112,1161336,53312733,974390,Admin,,
2021-03-24,US,USA,United States,3553935,150569265,2698082,2204321,96427827,1768617,1434329,54747062,1015624,Admin,,
2021-03-25,US,USA,United States,3824588,154393853,2758421,2255561,98683388,1763391,1660363,56407425,1078804,Admin,,
2021-03-26,US,USA,United States,3813041,158206894,2828803,2088216,100771604,1746777,1813868,58221293,1161770,Admin,,
2021-03-27,US,USA,United States,2476025,160682919,2873156,1370929,102142533,1740047,1170520,59391813,1205168,Admin,,
2021-03-28,US,USA,United States,1211887,161894806,2899438,670862,102813395,1738240,553155,59944968,1229805,Admin,,
2021-03-29,US,USA,United States,2834089,164728895,2967615,1604931,104418326,1738968,1284050,61229018,1296803,Admin,,
2021-03-30,US,USA,United States,3593032,168321927,3043800,2010216,106428542,1743577,1671099,62900117,1369626,Admin,,
2021-03-31,US,USA,United States,4172798,172494725,3132209,2408064,108836606,1772683,1952552,64852669,1443658,Admin,,
2021-04-01,US,USA,United States,4581777,177076502,3240378,2530101,111366707,1811903,2270510,67123179,1530822,Admin,,
2021-04-02,US,USA,United States,3646531,180723033,3216591,2044080,113410787,1805598,1830836,68954015,1533246,Admin,,
2021-04-03,US,USA,United States,2307814,183030847,3192561,1324945,114735732,1799028,1164724,70118739,1532418,Admin,,
2021-04-04,US,USA,United States,765287,183796134,3128761,438000,115173732,1765762,372944,70491683,1506674,Admin,,
2021-04-05,US,USA,United States,3103280,186899414,3167217,1733875,116907607,1784183,1608055,72099738,1552960,Admin,,
2021-04-06,US,USA,United States,3975030,190874444,3221788,2283379,119190986,1823206,2090509,74190247,1612876,Admin,,
2021-04-07,US,USA,United States,4360623,195235067,3248620,2558598,121749584,1844711,2316896,76507143,1664925,Admin,,
2021-04-08,US,USA,United States,4503590,199738657,3237451,2559717,124309301,1848942,2534769,79041912,1702676,Admin,,
2021-04-09,US,USA,United States,4316477,204055134,3333157,2431771,126741072,1904326,2454159,81496071,1791722,Admin,,
2021-04-10,US,USA,United States,2895008,206950142,3417042,1724592,128465664,1961419,1667154,83163225,1863498,Admin,,
2021-04-11,US,USA,United States,1402874,208353016,3508126,833128,129298792,2017866,805580,83968805,1925303,Admin,,
2021-04-12,US,USA,United States,3026715,211379731,3497188,1642689,130941481,2004839,1730130,85698935,1942742,Admin,,
2021-04-13,US,USA,United States,3485403,214865134,3427241,1746229,132687710,1928103,1723063,87421998,1890250,Admin,,
2021-04-14,US,USA,United States,3709110,218574244,3334168,1738270,134425980,1810914,1931468,89353466,1835189,Admin,,
2021-04-15,US,USA,United States,3760683,222334927,3228039,1762977,136188957,1697094,1953888,91307354,1752206,Admin,,
2021-04-16,US,USA,United States,3615657,225950584,3127921,1651830,137840787,1585674,1924785,93232139,1676581,Admin,,
2021-04-17,US,USA,United States,2370336,228320920,3052968,1162622,139003409,1505392,1185842,94417981,1607822,Admin,,
2021-04-18,US,USA,United States,1136696,229457616,3014943,539022,139542431,1463377,584550,95002531,1576247,Admin,,
2021-04-19,US,USA,United States,2592258,232049874,2952878,1091983,140634414,1384705,1468173,96470704,1538824,Admin,,
2021-04-20,US,USA,United States,3239654,235289528,2917771,1365917,142000331,1330374,1838704,98309408,1555344,Admin,,
2021-04-21,US,USA,United States,3492126,238781654,2886773,1392076,143392407,1280918,2058518,100367926,1573494,Admin,,
2021-04-22,US,USA,United States,3510256,242291910,2850998,1414658,144807065,1231158,2057894,102425820,1588352,Admin,,
2021-04-23,US,USA,United States,3312333,245604243,2807666,1368596,146175661,1190696,1909888,104335708,1586224,Admin,,
2021-04-24,US,USA,United States,2216273,247820516,2785657,1003003,147178664,1167894,1196228,105531936,1587708,Admin,,
2021-04-25,US,USA,United States,996280,248816796,2765597,490324,147668988,1160937,498401,106030337,1575401,Admin,,
2021-04-26,US,USA,United States,2401182,251217978,2738301,942264,148611252,1139548,1438711,107469048,1571192,Admin,,
2021-04-27,US,USA,United States,2904468,254122446,2690417,1113825,149725077,1103535,1794582,109263630,1564889,Admin,,
2021-04-28,US,USA,United States,3098422,257220868,2634173,1150395,150875472,1069009,1971122,111234752,1552404,Admin,,
2021-04-29,US,USA,United States,3063169,260284037,2570304,1123654,151999126,1027437,1986197,113220949,1542161,Admin,,
2021-04-30,US,USA,United States,2925570,263209607,2515052,1124566,153123692,992576,1853325,115074274,1534081,Admin,,
2021-05-01,US,USA,United States,1873118,265082725,2466030,714913,153838605,951420,1177358,116251632,1531385,Admin,,
2021-05-02,US,USA,United States,882586,265965311,2449788,326632,154165237,928036,587591,116839223,1544127,Admin,,
2021-05-03,US,USA,United States,1973055,267938366,2388627,644163,154809400,885450,1404149,118243372,1539189,Admin,,
2021-05-04,US,USA,United States,2511357,270449723,2332468,821038,155630438,843623,1762213,120005585,1534565,Admin,,
2021-05-05,US,USA,United States,2564140,273013863,2256142,820652,156451090,796517,1816128,121821713,1512423,Admin,,
2021-05-06,US,USA,United States,2535570,275549433,2180771,783068,157234158,747862,1826557,123648270,1489617,Admin,,
2021-05-07,US,USA,United States,2523048,278072481,2123268,800178,158034336,701521,1796121,125444391,1481445,Admin,,
2021-05-08,US,USA,United States,1543482,279615963,2076177,506547,158540883,671754,1095283,126539674,1469720,Admin,,
2021-05-09,US,USA,United States,617375,280233338,2038290,204478,158745361,654303,439959,126979633,1448630,Admin,,
2021-05-10,US,USA,United States,1612418,281845756,1986770,484374,159229735,631476,1180033,128159666,1416613,Admin,,
2021-05-11,US,USA,United States,2057561,283903317,1921942,659127,159888862,608346,1458998,129618664,1373297,Admin,,
2021-05-12,US,USA,United States,2027113,285930430,1845224,646180,160535042,583422,1447029,131065693,1320569,Admin,,
2021-05-13,US,USA,United States,2289866,288220296,1810123,930699,161465741,604512,1416613,132482306,1262005,Admin,,
2021-05-14,US,USA,United States,2465506,290685802,1801903,1097233,162562974,646948,1445764,133928070,1211954,Admin,,
2021-05-15,US,USA,United States,1857778,292543580,1846802,911909,163474883,704857,998323,134926393,1198103,Admin,,
2021-05-16,US,USA,United States,937988,293481568,1892604,479685,163954568,744172,488926,135415319,1205098,Admin,,
2021-05-17,US,USA,United States,1832270,295313838,1924012,889997,164844565,802119,1017306,136432625,1181851,Admin,,
2021-05-18,US,USA,United States,2083612,297397450,1927733,995531,165840096,850176,1171531,137604156,1140785,Admin,,
2021-05-19,US,USA,United States,2098225,299495675,1937892,990827,166830923,899412,1186334,138790490,1103542,Admin,,
2021-05-20,US,USA,United States,2029518,301525193,1900700,923884,167754807,898438,1185097,139975587,1070469,Admin,,
2021-05-21,US,USA,United States,2072633,303597826,1844575,935382,168690189,875316,1215470,141191057,1037570,Admin,,
2021-05-22,US,USA,United States,1455556,305053382,1787115,731471,169421660,849540,776927,141967984,1005942,Admin,,
2021-05-23,US,USA,United States,660614,305713996,1747490,339497,169761157,829513,348377,142316361,985863,Admin,,
2021-05-24,US,USA,United States,1328689,307042685,1675550,637678,170398835,793467,757446,143073807,948740,Admin,,
2021-05-25,US,USA,United States,1446635,308489320,1584553,670945,171069780,747098,845534,143919341,902169,Admin,,
2021-05-26,US,USA,United States,1445477,309934797,1491303,664759,171734539,700517,845422,144764763,853468,Admin,,
2021-05-27,US,USA,United States,1357841,311292638,1395349,617864,172352403,656799,805620,145570383,799257,Admin,,
2021-05-28,US,USA,United States,1342232,312634870,1291006,610328,172962731,610363,793509,146363892,738976,Admin,,
2021-05-29,US,USA,United States,771139,313406009,1193232,384409,173347140,560783,423880,146787772,688541,Admin,,
2021-05-30,US,USA,United States,387215,313793224,1154175,201782,173548922,541109,206227,146993999,668234,Admin,,
2021-05-31,US,USA,United States,204488,313997712,993575,89744,173638666,462833,123127,147117126,577617,Admin,,
2021-06-01,US,USA,United States,1288397,315286109,970970,532587,174171253,443068,794845,147911971,570376,Admin,,
2021-06-02,US,USA,United States,1126492,316412601,925401,496676,174667929,419056,688202,148600173,547916,Admin,,
2021-06-03,US,USA,United States,1257190,317669791,911022,464973,175132902,397214,847533,149447706,553903,Admin,,
2021-06-04,US,USA,United States,1416527,319086318,921635,502222,175635124,381770,971424,150419130,579320,Admin,,
2021-06-05,US,USA,United States,1080089,320166407,965771,355636,175990760,377660,758974,151178104,627190,Admin,,
2021-06-06,US,USA,United States,520836,320687243,984860,172043,176162803,373412,366772,151544876,650125,Admin,,
2021-06-07,US,USA,United States,1081294,321768537,1110118,374249,176537052,414055,748957,152293833,739530,Admin,,
2021-06-08,US,USA,United States,1183148,322951685,1095082,404475,176941527,395753,825301,153119134,743880,Admin,,
2021-06-09,US,USA,United States,1174452,324126137,1101934,392717,177334244,380902,828486,153947620,763921,Admin,,
2021-06-10,US,USA,United States,1177092,325303229,1090491,405439,177739683,372397,821647,154769267,760223,Admin,,
2021-06-11,US,USA,United States,1240992,326544221,1065415,428958,178168641,361931,862394,155631661,744647,Admin,,
2021-06-12,US,USA,United States,899105,327443326,1039560,281653,178450294,351362,647381,156279042,728705,Admin,,
2021-06-13,US,USA,United States,395762,327839088,1021692,113511,178563805,343000,298883,156577925,719007,Admin,,
2021-06-14,US,USA,United States,920013,328759101,998652,332743,178896548,337071,625728,157203653,701403,Admin,,
2021-06-15,US,USA,United States,985384,329744485,970400,361349,179257897,330910,666894,157870547,678773,Admin,,
2021-06-16,US,USA,United States,951145,330695630,938499,358334,179616231,325998,636917,158507464,651406,Admin,,
2021-06-17,US,USA,United States,899781,331595411,898883,351517,179967748,318295,596072,159103536,619181,Admin,,
2021-06-18,US,USA,United States,928434,332523845,854232,368786,180336534,309699,602783,159706319,582094,Admin,,
2021-06-19,US,USA,United States,577590,333101435,808301,231306,180567840,302507,371650,160077969,542704,Admin,,
2021-06-20,US,USA,United States,278477,333379912,791546,112375,180680215,302344,177076,160255045,525303,Admin,,
2021-06-21,US,USA,United States,565665,333945577,740925,302432,180982647,298014,296532,160551577,478275,Admin,,
2021-06-22,US,USA,United States,760157,334705734,708750,324065,181306712,292688,472685,161024262,450531,Admin,,
2021-06-23,US,USA,United States,740774,335446508,678697,330867,181637579,288764,446040,161470302,423263,Admin,,
2021-06-24,US,USA,United States,703640,336150148,650677,318510,181956089,284049,421474,161891776,398320,Admin,,
2021-06-25,US,USA,United States,771393,336921541,628242,350728,182306817,281469,456966,162348742,377489,Admin,,
2021-06-26,US,USA,United States,501788,337423329,617413,225724,182532541,280672,297213,162645955,366855,Admin,,
2021-06-27,US,USA,United States,268862,337692191,616040,127178,182659719,282786,151668,162797623,363225,Admin,,
2021-06-28,US,USA,United States,557687,338249878,614900,275978,182935697,279007,308060,163105683,364872,Admin,,
2021-06-29,US,USA,United States,630717,338880595,596409,297593,183233290,275225,360390,163466073,348830,Admin,,
2021-06-30,US,USA,United States,636648,339517243,581534,308147,183541437,271980,354275,163820348,335721,Admin,,
2021-07-01,US,USA,United States,617692,340134935,569255,295701,183837138,268721,339567,164159915,324020,Admin,,
2021-07-02,US,USA,United States,623870,340758805,548181,306626,184143764,262421,344540,164504455,307959,Admin,,
2021-07-03,US,USA,United States,358857,341117662,527762,182110,184325874,256190,189836,164694291,292619,Admin,,
2021-07-04,US,USA,United States,50996,341168658,496638,28025,184353899,242026,27651,164721942,274903,Admin,,
2021-07-05,US,USA,United States,399032,341567690,473973,201932,184555831,231448,210028,164931970,260898,Admin,,
2021-07-06,US,USA,United States,587144,342154834,467748,274026,184829857,228081,340276,165272246,258025,Admin,,
2021-07-07,US,USA,United States,574028,342728862,458803,282972,185112829,224485,321933,165594179,253404,Admin,,
2021-07-08,US,USA,United States,567878,343296740,451686,288742,185401571,223490,312882,165907061,249592,Admin,,
2021-07-09,US,USA,United States,634791,343931531,453247,322368,185723939,225739,346733,166253794,249906,Admin,,
2021-07-10,US,USA,United States,402404,344333935,459468,211752,185935691,229974,208103,166461897,252515,Admin,,
2021-07-11,US,USA,United States,217524,344551459,483257,116942,186052633,242676,108709,166570606,264095,Admin,,
2021-07-12,US,USA,United States,523380,345074839,501021,275517,186328150,253188,275648,166846254,273469,Admin,,
