Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2021-07-13,US,USA,United States,529772,345604611,492825,281665,186609815,254280,272920,167119174,263847,Admin,,
2021-07-14,US,USA,United States,535114,346139725,487266,284915,186894730,254557,274457,167393631,257065,Admin,,
2021-07-15,US,USA,United States,544396,346684121,483912,298802,187193532,255994,270592,167664223,251023,Admin,,
2021-07-16,US,USA,United States,625471,347309592,482580,346746,187540278,259477,304910,167969133,245048,Admin,,
2021-07-17,US,USA,United States,401130,347710722,482398,223950,187764228,261220,190114,168159247,242479,Admin,,
2021-07-18,US,USA,United States,234502,347945224,484824,135316,187899544,263844,106106,168265353,242107,Admin,,
2021-07-19,US,USA,United States,569321,348514545,491387,339364,188238908,272965,253642,168518995,238963,Admin,,
2021-07-20,US,USA,United States,604662,349119207,502085,370576,188609484,285667,258994,168777989,236974,Admin,,
2021-07-21,US,USA,United States,633122,349752329,516086,386718,188996202,300210,269991,169047980,236336,Admin,,
2021-07-22,US,USA,United States,654048,350406377,531751,418132,189414334,317257,261361,169309341,235017,Admin,,
2021-07-23,US,USA,United States,747928,351154305,549245,486661,189900995,337245,289098,169598439,232758,Admin,,
2021-07-24,US,USA,United States,463249,351617554,558119,301140,190202135,348272,174954,169773393,230592,Admin,,
2021-07-25,US,USA,United States,260361,351877915,561813,202143,190404278,357819,63969,169837362,224573,Admin,,
2021-07-26,US,USA,United States,646124,352524039,572785,447554,190851832,373275,222905,170060267,220182,Admin,,
2021-07-27,US,USA,United States,704561,353228600,587056,481340,191333172,389098,253448,170313715,219389,Admin,,
2021-07-28,US,USA,United States,723953,353952553,600032,492211,191825383,404169,261055,170574770,218113,Admin,,
2021-07-29,US,USA,United States,724372,354676925,610078,498915,192324298,415709,255075,170829845,217215,Admin,,
2021-07-30,US,USA,United States,841479,355518404,623443,578219,192902517,428789,295344,171125189,218107,Admin,,
2021-07-31,US,USA,United States,519728,356038132,631511,347786,193250303,435453,182300,171307489,219157,Admin,,
2021-08-01,US,USA,United States,339729,356377861,642849,231266,193481569,439613,101935,171409424,224580,Admin,,
2021-08-02,US,USA,United States,725756,357103617,654225,508701,193990270,448348,239977,171649401,227019,Admin,,
2021-08-03,US,USA,United States,767950,357871567,663281,540724,194530994,456832,255687,171905088,227339,Admin,,
2021-08-04,US,USA,United States,783649,358655216,671809,555115,195086109,465818,257630,172162718,226850,Admin,,
2021-08-05,US,USA,United States,799315,359454531,682515,563446,195649555,475037,266713,172429431,228512,Admin,,
2021-08-06,US,USA,United States,915972,360370503,693157,630432,196279987,482496,314026,172743457,231181,Admin,,
2021-08-07,US,USA,United States,563757,360934260,699447,385079,196665066,487823,191531,172934988,232500,Admin,,
2021-08-08,US,USA,United States,353926,361288186,701475,239582,196904648,489011,118748,173053736,234902,Admin,,
2021-08-09,US,USA,United States,789529,362077715,710585,523903,197428551,491183,289053,173342789,241913,Admin,,
2021-08-10,US,USA,United States,806862,362884577,716144,533745,197962296,490186,297713,173640502,247916,Admin,,
2021-08-11,US,USA,United States,775876,363660453,715034,502365,198464661,482650,298065,173938567,253693,Admin,,
2021-08-12,US,USA,United States,810936,364471389,716694,518125,198982786,476176,316493,174255060,260804,Admin,,
2021-08-13,US,USA,United States,955196,365426585,722297,584800,199567586,469657,391620,174646680,271889,Admin,,
2021-08-14,US,USA,United States,630364,366056949,731813,364457,199932043,466711,244448,174891128,279449,Admin,,
2021-08-15,US,USA,United States,403240,366460189,738858,212882,200144925,462897,162850,175053978,285749,Admin,,
2021-08-16,US,USA,United States,876968,367337157,751349,466887,200611812,454752,356247,175410225,295348,Admin,,
2021-08-17,US,USA,United States,931377,368268534,769137,493044,201104856,448937,365943,175776168,305095,Admin,,
2021-08-18,US,USA,United States,960825,369229359,795558,489317,201594173,447073,381417,176157585,317003,Admin,,
2021-08-19,US,USA,United States,952720,370182079,815813,482528,202076701,441988,383527,176541112,326579,Admin,,
2021-08-20,US,USA,United States,1116439,371298518,838848,540420,202617121,435648,481601,177022713,339433,Admin,,
2021-08-21,US,USA,United States,673278,371971796,844978,323840,202940961,429845,300378,177323091,347423,Admin,,
2021-08-22,US,USA,United States,394149,372365945,843679,186182,203127143,426031,181391,177504482,350072,Admin,,
2021-08-23,US,USA,United States,925964,373291909,850679,441862,203569005,422456,408322,177912804,357511,Admin,,
2021-08-24,US,USA,United States,956460,374248369,854262,462030,204031035,418026,417945,178330749,364940,Admin,,
2021-08-25,US,USA,United States,973295,375221664,856044,469446,204500481,415187,425861,178756610,371289,Admin,,
2021-08-26,US,USA,United States,996468,376218132,862293,475970,204976451,414250,435990,179192600,378784,Admin,,
2021-08-27,US,USA,United States,1177954,377396086,871081,533464,205509915,413256,543992,179736592,387697,Admin,,
2021-08-28,US,USA,United States,717058,378113144,877335,319153,205829068,412587,344595,180081187,394014,Admin,,
2021-08-29,US,USA,United States,433393,378546537,882942,193778,206022846,413672,207780,180288967,397784,Admin,,
2021-08-30,US,USA,United States,938466,379485003,884728,419336,206442182,410454,438446,180727413,402087,Admin,,
2021-08-31,US,USA,United States,944510,380429513,883021,423037,206865219,404883,430585,181157998,403893,Admin,,
2021-09-01,US,USA,United States,953481,381382994,880190,427230,207292449,398853,413501,181571499,402127,Admin,,
2021-09-02,US,USA,United States,900535,382283529,866485,402462,207694911,388351,404402,181975901,397614,Admin,,
2021-09-03,US,USA,United States,1045422,383328951,847552,453683,208148594,376954,492437,182468338,390249,Admin,,
2021-09-04,US,USA,United States,562330,383891281,825448,245754,208394348,366469,278779,182747117,380847,Admin,,
2021-09-05,US,USA,United States,367693,384258974,816062,167805,208562153,362758,174294,182921411,376063,Admin,,
2021-09-06,US,USA,United States,178113,384437087,707441,81494,208643647,314495,87278,183008689,325897,Admin,,
2021-09-07,US,USA,United States,916891,385353978,703495,355051,208998698,304783,484829,183493518,333646,Admin,,
2021-09-08,US,USA,United States,852196,386206174,689026,366537,209365235,296112,406495,183900013,332645,Admin,,
2021-09-09,US,USA,United States,855333,387061507,682568,373097,209738332,291917,402312,184302325,332346,Admin,,
2021-09-10,US,USA,United States,1043214,388104721,682253,451273,210189605,291573,504818,184807143,334115,Admin,,
2021-09-11,US,USA,United States,604458,388709179,688271,260203,210449808,293637,304648,185111791,337811,Admin,,
2021-09-12,US,USA,United States,354542,389063721,686392,158162,210607970,292260,176145,185287936,338075,Admin,,
2021-09-13,US,USA,United States,787033,389850754,773381,338454,210946424,328968,386958,185674894,380886,Admin,,
2021-09-14,US,USA,United States,756840,390607594,750517,317825,211264249,323650,381595,186056489,366139,Admin,,
2021-09-15,US,USA,United States,771402,391378996,738975,315504,211579753,316360,393054,186449543,364219,Admin,,
2021-09-16,US,USA,United States,767955,392146951,726492,313428,211893181,307836,395610,186845153,363261,Admin,,
2021-09-17,US,USA,United States,908447,393055398,707240,353050,212246231,293804,483934,187329087,360278,Admin,,
2021-09-18,US,USA,United States,524615,393580013,695833,205752,212451983,286025,277645,187606732,356420,Admin,,
2021-09-19,US,USA,United States,310811,393890824,689586,120927,212572910,280706,168492,187775224,355327,Admin,,
2021-09-20,US,USA,United States,704265,394595089,677762,270289,212843199,270968,359952,188135176,351469,Admin,,
2021-09-21,US,USA,United States,683785,395278874,667326,261550,213104749,262929,348306,188483482,346713,Admin,,
2021-09-22,US,USA,United States,670908,395949782,652969,255724,213360473,254389,338720,188822202,338951,Admin,,
2021-09-23,US,USA,United States,681279,396631061,640587,257618,213618091,246416,331115,189153317,329738,Admin,,
2021-09-24,US,USA,United States,990823,397621884,652355,321785,213939876,241949,415358,189568675,319941,Admin,,
2021-09-25,US,USA,United States,675553,398297437,673918,200409,214140285,241186,230547,189799222,313213,Admin,,
2021-09-26,US,USA,United States,411260,398708697,688268,118923,214259208,240900,147103,189946325,310157,Admin,,
2021-09-27,US,USA,United States,1034299,399742996,735415,295035,214554243,244435,224223,190170548,290767,Admin,,
2021-09-28,US,USA,United States,1139298,400882294,800489,286896,214841139,248056,306395,190476943,284780,Admin,,
2021-09-29,US,USA,United States,1147776,402030070,868613,285867,215127006,252362,313943,190790886,281241,Admin,,
2021-09-30,US,USA,United States,1174083,403204153,939013,287795,215414801,256673,324613,191115499,280312,Admin,,
2021-10-01,US,USA,United States,1351288,404555441,990508,316063,215730864,255855,386294,191501793,276160,Admin,,
2021-10-02,US,USA,United States,634305,405189746,984616,172308,215903172,251841,209595,191711388,273167,Admin,,
2021-10-03,US,USA,United States,368579,405558325,978518,104530,216007702,249785,132247,191843635,271044,Admin,,
2021-10-04,US,USA,United States,992225,406550550,972508,244943,216252645,242629,259874,192103509,276137,Admin,,
2021-10-05,US,USA,United States,1024871,407575421,956161,242206,216494851,236245,259886,192363395,269493,Admin,,
2021-10-06,US,USA,United States,1041465,408616886,940974,246656,216741507,230643,262368,192625763,262125,Admin,,
2021-10-07,US,USA,United States,1042158,409659044,922127,251998,216993505,225529,262959,192888722,253318,Admin,,
2021-10-08,US,USA,United States,1169089,410828133,896099,284003,217277508,220949,317726,193206448,243522,Admin,,
2021-10-09,US,USA,United States,538874,411367007,882466,145708,217423216,217149,169812,193376260,237839,Admin,,
2021-10-10,US,USA,United States,317141,411684148,875118,91607,217514823,215303,106532,193482792,234165,Admin,,
2021-10-11,US,USA,United States,859259,412543407,856122,222055,217736878,212033,223506,193706298,228970,Admin,,
2021-10-12,US,USA,United States,936715,413480122,843529,226921,217963799,209850,237505,193943803,225773,Admin,,
2021-10-13,US,USA,United States,917446,414397568,825812,225775,218189574,206867,232631,194176434,221524,Admin,,
2021-10-14,US,USA,United States,920367,415317935,808413,224270,218413844,202906,232404,194408838,217159,Admin,,
2021-10-15,US,USA,United States,1065262,416383197,793581,259858,218673702,199456,282205,194691043,212085,Admin,,
2021-10-16,US,USA,United States,495788,416878985,787425,139327,218813029,198545,147440,194838483,208889,Admin,,
2021-10-17,US,USA,United States,271486,417150471,780903,82500,218895529,197244,85717,194924200,205915,Admin,,
2021-10-18,US,USA,United States,839395,417989866,778066,220607,219116136,197037,214216,195138416,204588,Admin,,
2021-10-19,US,USA,United States,831451,418821317,763028,200302,219316438,193234,195477,195333893,198584,Admin,,
2021-10-20,US,USA,United States,846753,419668070,752929,201108,219517546,189710,197421,195531314,193554,Admin,,
2021-10-21,US,USA,United States,870069,420538139,745743,204862,219722408,186938,200263,195731577,188963,Admin,,
2021-10-22,US,USA,United States,1390155,421928294,792157,287375,220009783,190869,248222,195979799,184108,Admin,,
2021-10-23,US,USA,United States,833391,422761685,840386,171752,220181535,195501,134131,196113930,182207,Admin,,
2021-10-24,US,USA,United States,475619,423237304,869548,105325,220286860,198762,80827,196194757,181508,Admin,,
2021-10-25,US,USA,United States,1538172,424775476,969373,295596,220582456,209474,205040,196399797,180197,Admin,,
2021-10-26,US,USA,United States,1576688,426352164,1075835,290740,220873196,222394,202868,196602665,181253,Admin,,
2021-10-27,US,USA,United States,1635798,427987962,1188556,299469,221172665,236446,208660,196811325,182859,Admin,,
2021-10-28,US,USA,United States,1623756,429611718,1296226,289025,221461690,248469,211267,197022592,184431,Admin,,
2021-10-29,US,USA,United States,1804326,431416044,1355393,318738,221780428,252949,240638,197263230,183347,Admin,,
2021-10-30,US,USA,United States,825374,432241418,1354248,162498,221942926,251627,119679,197382909,181283,Admin,,
2021-10-31,US,USA,United States,441216,432682634,1349333,98051,222040977,250588,70770,197453679,179846,Admin,,
2021-11-01,US,USA,United States,1506291,434188925,1344778,280445,222321422,248424,198096,197651775,178854,Admin,,
2021-11-02,US,USA,United States,1517814,435706739,1336368,277494,222598916,246531,189384,197841159,176928,Admin,,
2021-11-03,US,USA,United States,1586053,437292792,1329261,306685,222905601,247562,194180,198035339,174859,Admin,,
2021-11-04,US,USA,United States,1659723,438952515,1334400,345829,223251430,255677,196884,198232223,172804,Admin,,
2021-11-05,US,USA,United States,1939274,440891789,1353678,450466,223701896,274495,232017,198464240,171573,Admin,,
2021-11-06,US,USA,United States,1051216,441943005,1385941,392156,224094052,307304,120779,198585019,171730,Admin,,
2021-11-07,US,USA,United States,563911,442506916,1403469,228656,224322708,325962,72508,198657527,171978,Admin,,
2021-11-08,US,USA,United States,1483838,443990754,1400261,469205,224791913,352927,174961,198832488,168673,Admin,,
2021-11-09,US,USA,United States,1658855,445649609,1420410,519438,225311351,387491,167027,198999515,165479,Admin,,
2021-11-10,US,USA,United States,1796812,447446421,1450518,573341,225884692,425584,171760,199171275,162277,Admin,,
2021-11-11,US,USA,United States,1618051,449064472,1444565,546726,226431418,454284,153503,199324778,156079,Admin,,
2021-11-12,US,USA,United States,2012809,451077281,1455070,636781,227068199,480900,199911,199524689,151493,Admin,,
2021-11-13,US,USA,United States,1188490,452265771,1474681,536458,227604657,501515,103631,199628320,149043,Admin,,
2021-11-14,US,USA,United States,585003,452850774,1477694,239819,227844476,503110,61167,199689487,147423,Admin,,
2021-11-15,US,USA,United States,1571731,454422505,1490250,455815,228300291,501197,168766,199858253,146538,Admin,,
2021-11-16,US,USA,United States,1702654,456125159,1496507,483725,228784016,496095,168306,200026559,146721,Admin,,
2021-11-17,US,USA,United States,1781891,457907050,1494376,502835,229286851,486023,173462,200200021,146964,Admin,,
2021-11-18,US,USA,United States,1809855,459716905,1521776,502317,229789168,479679,172493,200372514,149677,Admin,,
2021-11-19,US,USA,United States,2101285,461818190,1534416,578896,230368064,471409,196654,200569168,149211,Admin,,
2021-11-20,US,USA,United States,1247721,463065911,1542877,457950,230826014,460194,102002,200671170,148979,Admin,,
2021-11-21,US,USA,United States,654072,463719983,1552744,205008,231031022,455221,61250,200732420,148990,Admin,,
2021-11-22,US,USA,United States,1837469,465557452,1590707,483544,231514566,459182,173176,200905596,149620,Admin,,
2021-11-23,US,USA,United States,1809705,467367157,1606000,484491,231999057,459292,166288,201071884,149332,Admin,,
2021-11-24,US,USA,United States,1403775,468770932,1551983,397631,232396688,444262,156148,201228032,146859,Admin,,
2021-11-25,US,USA,United States,29593,468800525,1297660,8824,232405512,373763,5608,201233640,123018,Admin,,
2021-11-26,US,USA,United States,1221525,470022050,1171980,307487,232712999,334991,179420,201413060,120556,Admin,,
2021-11-27,US,USA,United States,903759,470925809,1122843,214825,232927824,300259,203200,201616260,135013,Admin,,
2021-11-28,US,USA,United States,598420,471524229,1114892,138779,233066603,290797,151052,201767312,147842,Admin,,
2021-11-29,US,USA,United States,1684911,473209140,1093098,345871,233412474,271130,367873,202135185,175656,Admin,,
2021-11-30,US,USA,United States,1952368,475161508,1113479,398122,233810596,258791,398448,202533633,208821,Admin,,
2021-12-01,US,USA,United States,2209329,477370837,1228558,454083,234264679,266856,420067,202953700,246524,Admin,,
2021-12-02,US,USA,United States,2197481,479568318,1538256,440406,234705085,328510,400529,203354229,302941,Admin,,
2021-12-03,US,USA,United States,2479472,482047790,1717963,479027,235184112,353016,500685,203854914,348836,Admin,,
2021-12-04,US,USA,United States,1501892,483549682,1803410,295147,235479259,364491,462895,204317809,385936,Admin,,
2021-12-05,US,USA,United States,739364,484289046,1823545,162438,235641697,367871,192957,204510766,391922,Admin,,
2021-12-06,US,USA,United States,1855098,486144144,1847858,381808,236023505,373004,330716,204841482,386614,Admin,,
2021-12-07,US,USA,United States,1933649,488077793,1845184,395589,236419094,372643,347177,205188659,379289,Admin,,
2021-12-08,US,USA,United States,1949433,490027226,1808056,399763,236818857,364883,358057,205546716,370431,Admin,,
2021-12-09,US,USA,United States,1948310,491975536,1772460,395862,237214719,358519,344622,205891338,362444,Admin,,
2021-12-10,US,USA,United States,2141463,494116999,1724173,417653,237632372,349751,405336,206296674,348823,Admin,,
2021-12-11,US,USA,United States,1270748,495387747,1691152,261750,237894122,344980,342565,206639239,331633,Admin,,
2021-12-12,US,USA,United States,638748,496026495,1676778,148980,238043102,343058,131625,206770864,322871,Admin,,
2021-12-13,US,USA,United States,1634851,497661346,1645315,339712,238382814,337044,283221,207054085,316086,Admin,,
2021-12-14,US,USA,United States,1741286,499402632,1617834,360760,238743574,332069,291929,207346014,308194,Admin,,
2021-12-15,US,USA,United States,1742281,501144913,1588241,371605,239115179,328046,265575,207611589,294982,Admin,,
2021-12-16,US,USA,United States,1709612,502854525,1554141,382895,239498074,326194,172299,207783888,270364,Admin,,
2021-12-17,US,USA,United States,1961025,504815550,1528364,425698,239923772,327343,256429,208040317,249092,Admin,,
2021-12-18,US,USA,United States,1131526,505947076,1508476,282410,240206182,330294,164715,208205032,223685,Admin,,
2021-12-19,US,USA,United States,646705,506593781,1509612,165917,240372099,332714,82781,208287813,216707,Admin,,
2021-12-20,US,USA,United States,1860588,508454369,1541860,433969,240806068,346179,229433,208517246,209023,Admin,,
2021-12-21,US,USA,United States,1993044,510447413,1577826,458225,241264293,360103,245337,208762583,202367,Admin,,
2021-12-22,US,USA,United States,1884392,512331805,1598127,439852,241704145,369852,241764,209004347,198965,Admin,,
2021-12-23,US,USA,United States,1477060,513808865,1564906,362575,242066720,366949,179886,209184233,200049,Admin,,
2021-12-24,US,USA,United States,383840,514192705,1339594,100943,242167663,320556,57514,209241747,171633,Admin,,
2021-12-25,US,USA,United States,7017,514199722,1178949,2116,242169779,280514,1053,209242800,148253,Admin,,
2021-12-26,US,USA,United States,483412,514683134,1155622,129126,242298905,275258,84740,209327540,148532,Admin,,
2021-12-27,US,USA,United States,1540779,516223913,1109935,388387,242687292,268746,233259,209560799,149079,Admin,,
2021-12-28,US,USA,United States,1710039,517933952,1069506,429085,243116377,264583,245892,209806691,149158,Admin,,
2021-12-29,US,USA,United States,1692545,519626497,1042099,429520,243545897,263107,240686,210047377,149004,Admin,,
2021-12-30,US,USA,United States,1550287,521176784,1052560,398764,243944661,268277,217779,210265156,154418,Admin,,
2021-12-31,US,USA,United States,620908,521797692,1086427,160056,244104717,276722,95435,210360591,159835,Admin,,
2022-01-01,US,USA,United States,120312,521918004,1102612,34306,244139023,281321,17847,210378438,162234,Admin,,
2022-01-02,US,USA,United States,500641,522418645,1105073,134149,244273172,282038,91704,210470142,163229,Admin,,
2022-01-03,US,USA,United States,1252631,523671276,1063909,335976,244609148,274551,200389,210670531,158533,Admin,,
2022-01-04,US,USA,United States,1423448,525094724,1022967,365706,244974854,265497,216928,210887459,154395,Admin,,
2022-01-05,US,USA,United States,1461822,526556546,990007,373348,245348202,257472,216178,211103637,150894,Admin,,
2022-01-06,US,USA,United States,1474184,528030730,979135,367151,245715353,252956,216124,211319761,150658,Admin,,
2022-01-07,US,USA,United States,1662175,529692905,1127888,394708,246110061,286478,250179,211569940,172764,Admin,,
2022-01-08,US,USA,United States,1055313,530748218,1261459,270682,246380743,320246,177898,211747838,195629,Admin,,
2022-01-09,US,USA,United States,501167,531249385,1261534,139342,246520085,320988,76478,211824316,193453,Admin,,
2022-01-10,US,USA,United States,1268624,532518009,1263819,325675,246845760,319516,193612,212017928,192485,Admin,,
2022-01-11,US,USA,United States,1316523,533834532,1248544,333396,247179156,314900,204184,212222112,190665,Admin,,
2022-01-12,US,USA,United States,1322564,535157096,1228650,335041,247514197,309428,204066,212426178,188934,Admin,,
2022-01-13,US,USA,United States,1302017,536459113,1204055,331804,247846001,304378,191844,212618022,185466,Admin,,
2022-01-14,US,USA,United States,1480803,537939916,1178144,373779,248219780,301388,177308,212795330,175056,Admin,,
2022-01-15,US,USA,United States,795175,538735091,1140982,223189,248442969,294604,88356,212883686,162264,Admin,,
2022-01-16,US,USA,United States,393740,539128831,1125635,104791,248547760,289668,58529,212942215,159700,Admin,,
2022-01-17,US,USA,United States,831048,539959879,1063124,212081,248759841,273440,141931,213084146,152317,Admin,,
2022-01-18,US,USA,United States,1008085,540967964,1019062,250912,249010753,261657,191442,213275588,150497,Admin,,
2022-01-19,US,USA,United States,988768,541956732,971377,246612,249257365,249024,189588,213465176,148428,Admin,,
2022-01-20,US,USA,United States,945432,542902164,920436,236576,249493941,235420,179487,213644663,146663,Admin,,
2022-01-21,US,USA,United States,1093023,543995187,865039,273810,249767751,221139,164601,213809264,144848,Admin,,
2022-01-22,US,USA,United States,626291,544621478,840912,170269,249938020,213579,84466,213893730,144292,Admin,,
2022-01-23,US,USA,United States,333884,544955362,832362,89945,250027965,211458,64957,213958687,145210,Admin,,
2022-01-24,US,USA,United States,803668,545759030,828450,201046,250229011,209881,162494,214121181,148148,Admin,,
2022-01-25,US,USA,United States,810605,546569635,800239,201452,250430463,202816,177836,214299017,146204,Admin,,
2022-01-26,US,USA,United States,799954,547369589,773265,198261,250628724,195908,181760,214480777,145086,Admin,,
2022-01-27,US,USA,United States,797713,548167302,752163,195741,250824465,190075,177967,214658744,144869,Admin,,
2022-01-28,US,USA,United States,964579,549131881,733813,227575,251052040,183470,213788,214872532,151895,Admin,,
2022-01-29,US,USA,United States,473900,549605781,712043,118975,251171015,176142,113984,214986516,156112,Admin,,
2022-01-30,US,USA,United States,266955,549872736,702482,71351,251242366,173486,68089,215054605,156560,Admin,,
2022-01-31,US,USA,United States,636769,550509505,678639,158063,251400429,167345,160838,215215443,156323,Admin,,
2022-02-01,US,USA,United States,623821,551133326,651956,148374,251548803,159763,162596,215378039,154146,Admin,,
2022-02-02,US,USA,United States,579084,551712410,620403,143808,251692611,151984,156858,215534897,150589,Admin,,
2022-02-03,US,USA,United States,526655,552239065,581680,128433,251821044,142368,142142,215677039,145471,Admin,,
2022-02-04,US,USA,United States,663351,552902416,538648,151882,251972926,131555,186966,215864005,141639,Admin,,
2022-02-05,US,USA,United States,442969,553345385,534229,108170,252081096,130012,135142,215999147,144662,Admin,,
2022-02-06,US,USA,United States,215527,553560912,526882,58652,252139748,128197,62002,216061149,143792,Admin,,
2022-02-07,US,USA,United States,489174,554050086,505797,128072,252267820,123913,134301,216195450,140001,Admin,,
2022-02-08,US,USA,United States,507548,554557634,489187,125964,252393784,120712,147656,216343106,137867,Admin,,
2022-02-09,US,USA,United States,517461,555075095,480384,130163,252523947,118762,147565,216490671,136539,Admin,,
2022-02-10,US,USA,United States,515460,555590555,478784,128453,252652400,118765,142127,216632798,136537,Admin,,
2022-02-11,US,USA,United States,629700,556220255,473977,150715,252803115,118598,176543,216809341,135048,Admin,,
